,coda,set_mean,Word,CobLog,CompCnt,PhonDISC,Class,SylCnt,OccurTotal,OccurNum,Freq_pm,Rating.Mean,Rating.SD,Dunno,AoA_mean,onset,word_length,aoa_impact,set_size
5035,Qp,7.1258333333333335,whop,0.0,1,wQp,V,1,19.0,15.0,0.2,9.0,3.34,0.79,9.0,w,3,1.8741666666666665,12
5038,QpI,8.215,copy,1.71,1,kQpI,N,2,18.0,18.0,52.27,6.06,2.34,1.0,6.06,k,4,-2.1550000000000002,2
5039,QpI,8.215,poppy,0.6,1,pQpI,N,2,20.0,20.0,3.96,10.37,3.2,1.0,10.37,p,4,2.1549999999999994,2
5040,QpIN,7.506666666666668,shopping,1.34,1,SQpIN,N,2,21.0,21.0,30.0,4.7,1.6,1.0,4.7,S,5,-2.8066666666666675,3
5041,QpIN,7.506666666666668,sopping,0.0,1,sQpIN,A,2,19.0,17.0,0.22,9.76,2.49,0.89,9.76,s,5,2.253333333333332,3
5042,QpIN,7.506666666666668,whopping,0.0,1,wQpIN,A,2,18.0,18.0,0.61,8.06,1.83,1.0,8.06,w,5,0.5533333333333328,3
5045,QpIt,12.605,moppet,0.0,1,mQpIt,N,2,19.0,13.0,0.08,12.92,3.64,0.68,12.92,m,5,0.3149999999999995,2
5046,QpIt,12.605,poppet,0.0,0,pQpIt,N,2,18.0,14.0,0.33,12.29,5.25,0.78,12.29,p,5,-0.3150000000000013,2
5048,QpjUl1t,11.39,copulate,0.3,0,kQpjUl1t,V,3,19.0,13.0,0.25,13.0,3.0,0.68,13.0,k,8,1.6099999999999994,2
5049,QpjUl1t,11.39,populate,0.78,0,pQpjUl1t,V,3,18.0,18.0,0.24,9.78,2.41,1.0,9.78,p,8,-1.6100000000000012,2
5058,Qr#l,11.059999999999999,chorale,0.0,1,kQr#l,N,2,19.0,16.0,0.06,11.5,3.56,0.84,11.5,k,5,0.4400000000000013,2
5059,Qr#l,11.059999999999999,morale,1.0,0,mQr#l,N,2,21.0,21.0,4.12,10.62,4.21,1.0,10.62,m,5,-0.4399999999999995,2
5062,Qr5,7.6850000000000005,borrow,1.49,1,bQr5,V,2,20.0,20.0,29.31,6.95,3.12,1.0,6.95,b,4,-0.7350000000000003,2
5063,Qr5,7.6850000000000005,sorrow,1.04,1,sQr5,N,2,19.0,19.0,6.86,8.42,2.61,1.0,8.42,s,4,0.7349999999999994,2
5067,Qr@l,10.863333333333335,coral,0.7,1,kQr@l,N,2,18.0,18.0,2.37,9.06,2.13,1.0,9.06,k,5,-1.8033333333333346,3
5068,Qr@l,10.863333333333335,moral,0.9,1,mQr@l,N,2,19.0,19.0,13.51,9.53,3.88,1.0,9.53,m,5,-1.3333333333333357,3
5069,Qr@l,10.863333333333335,sorrel,0.0,1,sQr@l,N,2,18.0,8.0,0.41,14.0,3.66,0.44,14.0,s,5,3.136666666666665,3
5076,Qr@nt,12.36,torrent,0.7,1,tQr@nt,N,2,21.0,20.0,0.41,13.35,6.17,0.95,13.35,t,6,0.9900000000000002,2
5077,Qr@nt,12.36,warrant,0.7,1,wQr@nt,N,2,19.0,19.0,20.78,11.37,2.63,1.0,11.37,w,6,-0.9900000000000002,2
5082,QrI,8.5,lorry,1.11,0,lQrI,N,2,19.0,9.0,1.2,13.56,2.83,0.47,13.56,l,4,5.0600000000000005,2
5083,QrI,8.5,sorry,1.98,1,sQrI,A,2,18.0,18.0,1167.96,3.44,1.89,1.0,3.44,s,4,-5.0600000000000005,2
5085,QrI_,8.91,forage,0.0,0,fQrI_,N,2,19.0,17.0,0.31,11.47,3.04,0.89,11.47,f,5,2.5600000000000005,2
5086,QrI_,8.91,porridge,0.7,1,pQrI_,N,2,20.0,20.0,0.82,6.35,2.13,1.0,6.35,p,5,-2.5600000000000005,2
5088,QrId,10.719999999999999,horrid,0.7,1,hQrId,A,2,22.0,22.0,2.45,8.5,3.3,1.0,8.5,h,5,-2.219999999999999,2
5089,QrId,10.719999999999999,torrid,0.0,0,tQrId,A,2,18.0,17.0,0.55,12.94,3.96,0.94,12.94,t,5,2.2200000000000006,2
5095,Qs,7.5920000000000005,boss,1.43,1,bQs,N,1,19.0,19.0,124.29,6.16,2.36,1.0,6.16,b,3,-1.4320000000000004,5
5096,Qs,7.5920000000000005,doss,0.0,1,dQs,N,1,19.0,8.0,0.02,14.38,2.67,0.42,14.38,d,3,6.788,5
5097,Qs,7.5920000000000005,loss,1.99,1,lQs,N,1,20.0,20.0,29.12,5.0,2.38,1.0,5.0,l,3,-2.5920000000000005,5
5098,Qs,7.5920000000000005,moss,0.9,1,mQs,N,1,22.0,22.0,2.84,8.31,3.05,1.0,8.31,m,3,0.718,5
5099,Qs,7.5920000000000005,toss,0.48,1,tQs,N,1,18.0,18.0,12.39,4.11,1.45,1.0,4.11,t,3,-3.482,5
5109,QsP,8.719999999999999,fossil,1.08,1,fQsP,N,2,18.0,18.0,1.55,7.5,2.53,1.0,7.5,f,4,-1.2199999999999989,2
5110,QsP,8.719999999999999,jostle,0.7,1,_QsP,V,2,19.0,17.0,0.1,9.94,3.05,0.89,9.94,_,4,1.2200000000000006,2
5121,Qst@R,8.895,foster,1.48,0,fQst@R,V,2,21.0,21.0,12.02,9.01,2.82,1.0,9.01,f,6,0.11500000000000021,2
5122,Qst@R,8.895,roster,0.0,0,rQst@R,N,2,18.0,18.0,2.16,8.78,3.28,1.0,8.78,r,6,-0.11500000000000021,2
5131,Qt,7.5684615384615395,cot,1.08,1,kQt,N,1,19.0,19.0,2.0,7.53,2.32,1.0,7.53,k,3,-0.03846153846153921,13
5132,Qt,7.5684615384615395,dot,0.95,1,dQt,N,1,18.0,18.0,6.63,4.33,1.41,1.0,4.33,d,3,-3.2384615384615394,13
5133,Qt,7.5684615384615395,hot,2.16,1,hQt,A,1,19.0,19.0,189.84,3.37,1.77,1.0,3.37,h,3,-4.198461538461539,13
5134,Qt,7.5684615384615395,jot,0.0,1,_Qt,N,1,18.0,18.0,0.73,8.17,1.86,1.0,8.17,_,3,0.6015384615384605,13
5135,Qt,7.5684615384615395,knot,1.15,1,nQt,N,1,19.0,19.0,3.69,6.05,1.96,1.0,6.05,n,3,-1.5184615384615396,13
5136,Qt,7.5684615384615395,lot,2.55,1,lQt,N,1,20.0,20.0,569.92,6.26,2.25,1.0,6.26,l,3,-1.3084615384615397,13
5137,Qt,7.5684615384615395,pot,1.56,1,pQt,N,1,19.0,19.0,22.53,5.95,3.99,1.0,5.95,p,3,-1.6184615384615393,13
5138,Qt,7.5684615384615395,rot,0.6,1,rQt,N,1,21.0,21.0,7.73,7.57,2.27,1.0,7.57,r,3,0.0015384615384608225,13
5139,Qt,7.5684615384615395,shot,1.78,1,SQt,N,1,19.0,19.0,227.43,5.84,2.75,1.0,5.84,S,3,-1.7284615384615396,13
5140,Qt,7.5684615384615395,sot,0.0,1,sQt,N,1,19.0,12.0,0.25,13.92,4.19,0.63,13.92,s,3,6.3515384615384605,13
5141,Qt,7.5684615384615395,tot,0.3,1,tQt,N,1,18.0,18.0,1.06,7.0,3.24,1.0,7.0,t,3,-0.5684615384615395,13
5142,Qt,7.5684615384615395,watt,0.85,1,wQt,N,1,22.0,22.0,1.88,12.34,4.01,1.0,12.34,w,3,4.77153846153846,13
5143,Qt,7.5684615384615395,yacht,0.78,1,jQt,N,1,19.0,18.0,8.22,10.06,2.67,0.95,10.06,j,3,2.491538461538461,13
5144,Qt5,10.705,lotto,0.0,1,lQt5,N,2,19.0,19.0,1.67,11.0,4.76,1.0,11.0,l,4,0.29499999999999993,2
5145,Qt5,10.705,motto,0.7,1,mQt5,N,2,19.0,17.0,5.1,10.41,3.06,0.89,10.41,m,4,-0.29499999999999993,2
5154,QtP,7.46,bottle,2.06,1,bQtP,N,2,18.0,18.0,50.75,3.56,1.79,1.0,3.56,b,4,-3.9,2
5155,QtP,7.46,wattle,0.0,1,wQtP,N,2,19.0,11.0,0.92,11.36,2.91,0.58,11.36,w,4,3.8999999999999995,2
5162,QvP,10.895,hovel,0.3,1,hQvP,N,2,19.0,17.0,0.49,12.29,3.51,0.89,12.29,h,4,1.3949999999999996,2
5163,QvP,10.895,novel,1.6,1,nQvP,N,2,20.0,20.0,10.06,9.5,2.4,1.0,9.5,n,4,-1.3949999999999996,2
5175,R,6.615,air,2.4,1,8R,N,1,18.0,18.0,139.02,3.94,1.55,1.0,3.94,8,2,-2.6750000000000003,4
5176,R,6.615,ear,1.94,1,7R,N,1,19.0,19.0,32.0,3.63,1.92,1.0,3.63,7,2,-2.9850000000000003,4
5177,R,6.615,err,0.48,1,3R,V,1,18.0,16.0,1.51,13.06,2.77,0.89,13.06,3,2,6.445,4
5178,R,6.615,oar,0.3,1,$R,N,1,18.0,18.0,0.82,5.83,2.96,1.0,5.83,$,2,-0.7850000000000001,4
5185,T,8.38,earth,2.09,1,3T,N,1,19.0,19.0,99.49,5.37,1.26,1.0,5.37,3,2,-3.0100000000000007,2
5186,T,8.38,oath,0.78,1,5T,N,1,18.0,18.0,9.88,11.39,2.7,1.0,11.39,5,2,3.01,2
5188,T@R,10.27,author,1.63,0,$T@R,N,2,20.0,20.0,7.94,7.1,2.43,1.0,7.1,$,4,-3.17,2
5189,T@R,10.27,ether,0.0,0,iT@R,N,2,18.0,16.0,2.12,13.44,3.97,0.89,13.44,i,4,3.17,2
5204,UJ,13.54,butch,0.0,1,bUJ,A,1,20.0,20.0,6.43,11.33,4.16,1.0,11.33,b,3,-2.209999999999999,2
5205,UJ,13.54,putsch,0.0,0,pUJ,N,1,20.0,4.0,0.12,15.75,3.77,0.2,15.75,p,3,2.210000000000001,2
5207,US,4.97,bush,1.75,1,bUS,N,1,20.0,20.0,14.12,4.9,2.1,1.0,4.9,b,3,-0.0699999999999994,3
5208,US,4.97,push,1.08,1,pUS,N,1,19.0,19.0,70.55,4.26,1.85,1.0,4.26,p,3,-0.71,3
5209,US,4.97,shush,0.0,1,SUS,V,1,20.0,19.0,2.65,5.75,2.36,0.95,5.75,S,3,0.7800000000000002,3
5213,Ud,4.543333333333334,good,0.0,1,gUd,N,1,20.0,20.0,2610.14,3.55,1.61,1.0,3.55,g,3,-0.9933333333333341,3
5214,Ud,4.543333333333334,hood,0.78,1,hUd,N,1,18.0,18.0,15.39,5.5,2.66,1.0,5.5,h,3,0.9566666666666661,3
5215,Ud,4.543333333333334,wood,1.99,1,wUd,N,1,19.0,19.0,27.0,4.58,2.04,1.0,4.58,w,3,0.03666666666666618,3
5221,Uk,6.590000000000001,book,2.64,1,bUk,N,1,19.0,19.0,176.98,3.68,1.8,1.0,3.68,b,3,-2.9100000000000006,6
5222,Uk,6.590000000000001,cook,1.26,1,kUk,N,1,18.0,18.0,45.57,4.22,1.31,1.0,4.22,k,3,-2.370000000000001,6
5223,Uk,6.590000000000001,hook,1.57,1,hUk,N,1,19.0,19.0,38.0,6.26,1.85,1.0,6.26,h,3,-0.33000000000000096,6
5224,Uk,6.590000000000001,look,2.12,1,lUk,N,1,19.0,19.0,1947.27,4.05,1.68,1.0,4.05,l,3,-2.540000000000001,6
5225,Uk,6.590000000000001,nook,0.0,1,nUk,N,1,19.0,19.0,1.06,9.74,3.43,1.0,9.74,n,3,3.1499999999999995,6
5226,Uk,6.590000000000001,rook,0.3,1,rUk,N,1,19.0,17.0,1.39,11.59,3.55,0.89,11.59,r,3,4.999999999999999,6
5230,UkI,10.16,hooky,0.0,0,hUkI,N,2,18.0,15.0,0.84,10.93,3.01,0.83,10.93,h,4,0.7699999999999996,2
5231,UkI,10.16,rookie,0.0,0,rUkI,N,2,18.0,18.0,4.94,9.39,2.83,1.0,9.39,r,4,-0.7699999999999996,2
5238,Ul,5.404999999999999,bull,1.43,1,bUl,N,1,19.0,19.0,27.51,4.53,2.29,1.0,4.53,b,3,-0.8749999999999991,4
5239,Ul,5.404999999999999,full,0.0,1,fUl,V,1,21.0,21.0,166.9,4.24,1.61,1.0,4.24,f,3,-1.1649999999999991,4
5240,Ul,5.404999999999999,pull,0.9,1,pUl,N,1,19.0,19.0,146.45,4.79,1.93,1.0,4.79,p,3,-0.6149999999999993,4
5241,Ul,5.404999999999999,wool,1.32,1,wUl,N,1,18.0,18.0,3.16,8.06,3.02,1.0,8.06,w,3,2.655000000000001,4
5244,UlI,7.975,bully,0.6,0,bUlI,N,2,19.0,19.0,7.22,6.05,2.01,1.0,6.05,b,4,-1.9249999999999998,2
5245,UlI,7.975,pulley,0.0,0,pUlI,N,2,20.0,20.0,0.43,9.9,2.57,1.0,9.9,p,4,1.9250000000000007,2
5246,UlIt,10.135,bullet,1.38,1,bUlIt,N,2,20.0,20.0,38.24,6.7,2.13,1.0,6.7,b,5,-3.4349999999999996,2
5247,UlIt,10.135,pullet,0.0,1,pUlIt,N,2,19.0,14.0,0.02,13.57,4.09,0.74,13.57,p,5,3.4350000000000005,2
5268,Ut,4.786666666666666,foot,2.51,1,fUt,N,1,18.0,18.0,64.92,3.44,1.38,1.0,3.44,f,3,-1.3466666666666662,3
5269,Ut,4.786666666666666,put,0.0,1,pUt,N,1,18.0,18.0,828.45,3.72,2.3,1.0,3.72,p,3,-1.066666666666666,3
5270,Ut,4.786666666666666,soot,0.3,1,sUt,N,1,20.0,20.0,1.08,7.2,2.8,1.0,7.2,s,3,2.413333333333334,3
5275,VJ,6.6825,hutch,0.0,1,hVJ,N,1,20.0,19.0,3.61,10.57,5.03,0.95,10.57,h,3,3.8875,4
5276,VJ,6.6825,much,3.46,1,mVJ,ADV,1,22.0,22.0,973.25,4.58,1.24,1.0,4.58,m,3,-2.1025,4
5277,VJ,6.6825,such,2.97,1,sVJ,PRON,1,22.0,22.0,291.22,6.42,2.05,1.0,6.42,s,3,-0.2625000000000002,4
5278,VJ,6.6825,touch,1.76,1,tVJ,N,1,19.0,19.0,147.73,5.16,2.95,1.0,5.16,t,3,-1.5225,4
5280,VN,7.859999999999999,bung,0.0,1,bVN,N,1,18.0,10.0,0.29,11.6,3.72,0.56,11.6,b,3,3.74,6
5281,VN,7.859999999999999,dung,0.78,1,dVN,N,1,20.0,20.0,1.76,11.05,5.41,1.0,11.05,d,3,3.1900000000000013,6
5282,VN,7.859999999999999,lung,1.38,1,lVN,N,1,19.0,19.0,8.24,7.16,2.34,1.0,7.16,l,3,-0.6999999999999993,6
5283,VN,7.859999999999999,rung,0.48,1,rVN,N,1,22.0,22.0,1.39,8.27,2.68,1.0,8.27,r,3,0.41000000000000014,6
5284,VN,7.859999999999999,tongue,1.6,1,tVN,N,1,19.0,19.0,31.16,4.47,2.87,1.0,4.47,t,3,-3.3899999999999997,6
5285,VN,7.859999999999999,young,1.43,1,jVN,N,1,18.0,18.0,243.18,4.61,1.5,1.0,4.61,j,3,-3.249999999999999,6
5286,VNg@R,9.56,hunger,1.38,0,hVNg@R,N,2,18.0,18.0,5.88,6.06,2.46,1.0,6.06,h,6,-3.500000000000001,2
5287,VNg@R,9.56,monger,0.0,0,mVNg@R,N,2,18.0,16.0,0.08,13.06,3.09,0.89,13.06,m,6,3.5,2
5291,VNgP,7.165,bungle,0.0,1,bVNgP,N,2,18.0,15.0,0.18,9.07,3.35,0.83,9.07,b,5,1.9050000000000002,2
5292,VNgP,7.165,jungle,1.23,1,_VNgP,N,2,19.0,19.0,22.57,5.26,1.94,1.0,5.26,_,5,-1.9050000000000002,2
5295,VNk,8.225555555555554,bunk,0.0,1,bVNk,N,1,21.0,21.0,6.27,5.62,2.52,1.0,5.62,b,4,-2.6055555555555534,9
5296,VNk,8.225555555555554,chunk,0.9,1,JVNk,N,1,19.0,19.0,4.14,8.53,3.63,1.0,8.53,J,4,0.30444444444444585,9
5297,VNk,8.225555555555554,dunk,0.0,1,dVNk,V,1,19.0,19.0,2.59,6.58,4.07,1.0,6.58,d,4,-1.6455555555555534,9
5298,VNk,8.225555555555554,funk,0.0,1,fVNk,N,1,21.0,21.0,3.16,9.95,4.31,1.0,9.95,f,4,1.7244444444444458,9
5299,VNk,8.225555555555554,gunk,0.0,1,gVNk,N,1,19.0,19.0,0.47,8.11,5.21,1.0,8.11,g,4,-0.11555555555555408,9
5300,VNk,8.225555555555554,hunk,0.3,1,hVNk,N,1,19.0,18.0,5.16,8.33,3.43,0.95,8.33,h,4,0.10444444444444656,9
5301,VNk,8.225555555555554,junk,0.9,1,_VNk,N,1,21.0,21.0,15.37,6.62,1.99,1.0,6.62,_,4,-1.6055555555555534,9
5302,VNk,8.225555555555554,monk,0.95,1,mVNk,N,1,21.0,21.0,7.37,10.29,3.47,1.0,10.29,m,4,2.0644444444444456,9
5303,VNk,8.225555555555554,punk,0.48,1,pVNk,N,1,20.0,20.0,21.98,10.0,4.46,1.0,10.0,p,4,1.7744444444444465,9
5310,VNkJ@R,10.254999999999999,juncture,0.3,0,_VNkJ@R,N,2,18.0,16.0,0.78,11.62,3.54,0.89,11.62,_,7,1.3650000000000002,2
5311,VNkJ@R,10.254999999999999,puncture,0.3,0,pVNkJ@R,N,2,18.0,18.0,1.88,8.89,2.63,1.0,8.89,p,7,-1.3649999999999984,2
5313,VNkSH,10.39,function,1.91,0,fVNkSH,N,2,20.0,20.0,11.08,9.1,2.94,1.0,9.1,f,6,-1.290000000000001,2
5314,VNkSH,10.39,junction,0.78,0,_VNkSH,N,2,19.0,19.0,2.94,11.68,4.69,1.0,11.68,_,6,1.2899999999999991,2
5316,VS,7.748333333333334,gush,0.0,1,gVS,N,1,19.0,19.0,0.71,10.0,2.75,1.0,10.0,g,3,2.251666666666666,6
5317,VS,7.748333333333334,hush,0.48,1,hVS,N,1,22.0,22.0,7.61,4.44,1.88,1.0,4.44,h,3,-3.3083333333333336,6
5318,VS,7.748333333333334,lush,0.0,1,lVS,N,1,18.0,18.0,1.18,11.28,4.4,1.0,11.28,l,3,3.5316666666666654,6
5319,VS,7.748333333333334,mush,0.0,1,mVS,N,1,18.0,18.0,2.8,5.78,3.44,1.0,5.78,m,3,-1.9683333333333337,6
5320,VS,7.748333333333334,rush,1.18,1,rVS,N,1,20.0,20.0,31.41,6.7,2.05,1.0,6.7,r,3,-1.0483333333333338,6
5321,VS,7.748333333333334,tush,0.0,0,tVS,I,1,21.0,20.0,1.29,8.29,4.94,0.95,8.29,t,3,0.5416666666666652,6
5325,V_,8.732500000000002,budge,0.48,1,bV_,V,1,20.0,20.0,2.04,9.25,3.24,1.0,9.25,b,3,0.5174999999999983,4
5326,V_,8.732500000000002,fudge,0.0,1,fV_,N,1,18.0,18.0,3.63,5.78,3.25,1.0,5.78,f,3,-2.9525000000000015,4
5327,V_,8.732500000000002,judge,1.77,1,_V_,N,1,20.0,20.0,79.67,8.85,2.66,1.0,8.85,_,3,0.11749999999999794,4
5328,V_,8.732500000000002,nudge,0.0,1,nV_,N,1,20.0,20.0,1.12,11.05,4.62,1.0,11.05,n,3,2.317499999999999,4
5330,V_@n,13.085,dudgeon,0.0,1,dV_@n,N,2,18.0,11.0,0.12,11.55,3.67,0.61,11.55,d,5,-1.5350000000000001,2
5331,V_@n,13.085,gudgeon,0.0,1,gV_@n,N,2,18.0,8.0,0.04,14.62,3.11,0.44,14.62,g,5,1.5349999999999984,2
5332,V_I,10.504999999999999,budgie,0.0,0,bV_I,N,2,19.0,8.0,0.04,12.62,2.67,0.42,12.62,b,4,2.115,2
5333,V_I,10.504999999999999,pudgy,0.0,0,pV_I,A,2,18.0,18.0,0.63,8.39,3.2,1.0,8.39,p,4,-2.1149999999999984,2
5335,Vb,8.413333333333334,chub,0.7,1,JVb,N,1,19.0,15.0,0.25,10.6,4.85,0.79,10.6,J,3,2.1866666666666656,9
5336,Vb,8.413333333333334,cub,0.6,1,kVb,N,1,20.0,20.0,2.1,5.4,2.04,1.0,5.4,k,3,-3.0133333333333336,9
5337,Vb,8.413333333333334,dub,0.48,1,dVb,V,1,20.0,17.0,1.08,11.06,3.67,0.85,11.06,d,3,2.6466666666666665,9
5338,Vb,8.413333333333334,hub,0.3,1,hVb,N,1,18.0,18.0,3.06,10.11,3.03,1.0,10.11,h,3,1.6966666666666654,9
5339,Vb,8.413333333333334,nub,0.0,1,nVb,N,1,18.0,18.0,0.14,10.0,3.65,1.0,10.0,n,3,1.586666666666666,9
5340,Vb,8.413333333333334,pub,1.48,1,pVb,N,1,19.0,19.0,3.73,12.05,3.84,1.0,12.05,p,3,3.6366666666666667,9
5341,Vb,8.413333333333334,rub,0.0,1,rVb,N,1,19.0,19.0,15.45,6.0,2.89,1.0,6.0,r,3,-2.413333333333334,9
5342,Vb,8.413333333333334,sub,0.0,1,sVb,N,1,20.0,20.0,7.65,6.55,1.88,1.0,6.55,s,3,-1.8633333333333342,9
5343,Vb,8.413333333333334,tub,0.95,1,tVb,N,1,20.0,20.0,12.69,3.95,1.64,1.0,3.95,t,3,-4.463333333333334,9
5346,Vb@R,8.7,lubber,0.0,0,lVb@R,N,2,19.0,9.0,0.1,9.78,3.87,0.47,9.78,l,5,1.08,2
5347,Vb@R,8.7,rubber,1.42,0,rVb@R,N,2,21.0,21.0,14.0,7.62,2.52,1.0,7.62,r,5,-1.0799999999999992,2
5351,VbP,6.32,bubble,0.95,1,bVbP,N,2,19.0,19.0,8.0,3.79,1.78,1.0,3.79,b,4,-2.5300000000000002,3
5352,VbP,6.32,double,0.48,1,dVbP,N,2,19.0,19.0,62.71,5.58,1.3,1.0,5.58,d,4,-0.7400000000000002,3
5353,VbP,6.32,rubble,0.78,1,rVbP,N,2,22.0,22.0,1.75,9.59,2.58,1.0,9.59,r,4,3.2699999999999996,3
5377,Vd,7.704000000000001,bud,0.85,1,bVd,N,1,20.0,20.0,35.45,7.01,1.5,1.0,7.01,b,3,-0.6940000000000008,5
5378,Vd,7.704000000000001,cud,0.0,1,kVd,N,1,20.0,13.0,0.25,10.85,3.76,0.65,10.85,k,3,3.145999999999999,5
5379,Vd,7.704000000000001,dud,0.0,1,dVd,N,1,20.0,20.0,1.25,8.55,2.72,1.0,8.55,d,3,0.8460000000000001,5
5380,Vd,7.704000000000001,mud,1.46,1,mVd,N,1,20.0,20.0,14.82,4.05,1.61,1.0,4.05,m,3,-3.654000000000001,5
5381,Vd,7.704000000000001,thud,0.48,1,TVd,N,1,19.0,18.0,1.94,8.06,2.84,0.95,8.06,T,3,0.35599999999999987,5
5382,Vd@R,10.275,rudder,0.0,0,rVd@R,N,2,19.0,18.0,3.88,10.39,3.15,0.95,10.39,r,5,0.11500000000000021,2
5383,Vd@R,10.275,shudder,0.48,1,SVd@R,N,2,19.0,19.0,1.12,10.16,1.95,1.0,10.16,S,5,-0.11500000000000021,2
5385,VdI,8.033333333333333,buddy,0.78,0,bVdI,N,2,19.0,19.0,102.88,5.37,2.09,1.0,5.37,b,4,-2.663333333333333,3
5386,VdI,8.033333333333333,muddy,0.0,1,mVdI,V,2,19.0,19.0,3.0,5.42,2.48,1.0,5.42,m,4,-2.6133333333333333,3
5387,VdI,8.033333333333333,ruddy,0.48,0,rVdI,A,2,19.0,16.0,0.71,13.31,3.24,0.84,13.31,r,4,5.276666666666667,3
5389,VdP,8.788,cuddle,0.0,1,kVdP,N,2,19.0,19.0,2.16,6.16,3.39,1.0,6.16,k,4,-2.628,5
5390,VdP,8.788,fuddle,0.0,1,fVdP,V,2,19.0,13.0,0.06,11.69,2.72,0.68,11.69,f,4,2.9019999999999992,5
5391,VdP,8.788,huddle,0.0,1,hVdP,N,2,20.0,20.0,2.18,9.4,3.36,1.0,9.4,h,4,0.6120000000000001,5
5392,VdP,8.788,muddle,0.7,1,mVdP,N,2,20.0,19.0,0.43,11.32,2.65,0.95,11.32,m,4,2.532,5
5393,VdP,8.788,puddle,0.6,1,pVdP,N,2,19.0,19.0,1.94,5.37,2.69,1.0,5.37,p,4,-3.418,5
5395,Vf,9.178749999999999,buff,0.0,1,bVf,N,1,19.0,19.0,2.49,11.74,5.14,1.0,11.74,b,3,2.561250000000001,8
5396,Vf,9.178749999999999,cuff,0.0,1,kVf,N,1,18.0,18.0,5.71,8.44,2.79,1.0,8.44,k,3,-0.7387499999999996,8
5397,Vf,9.178749999999999,huff,0.0,1,hVf,N,1,18.0,18.0,1.31,9.28,3.3,1.0,9.28,h,3,0.10125000000000028,8
5398,Vf,9.178749999999999,luff,0.0,1,lVf,V,1,21.0,4.0,0.06,15.5,3.11,0.19,15.5,l,3,6.321250000000001,8
5399,Vf,9.178749999999999,muff,0.0,1,mVf,N,1,19.0,17.0,0.96,10.35,4.18,0.89,10.35,m,3,1.1712500000000006,8
5400,Vf,9.178749999999999,puff,0.6,1,pVf,N,1,18.0,18.0,4.45,6.44,3.18,1.0,6.44,p,3,-2.7387499999999987,8
5401,Vf,9.178749999999999,rough,0.3,1,rVf,V,1,19.0,19.0,37.39,6.21,2.3,1.0,6.21,r,3,-2.968749999999999,8
5402,Vf,9.178749999999999,tough,0.0,1,tVf,N,1,19.0,19.0,90.51,5.47,1.5,1.0,5.47,t,3,-3.7087499999999993,8
5404,Vf@R,9.945,duffer,0.0,0,dVf@R,N,2,19.0,9.0,0.63,11.0,4.92,0.47,11.0,d,5,1.0549999999999997,2
5405,Vf@R,9.945,suffer,2.08,0,sVf@R,V,2,18.0,18.0,22.51,8.89,1.94,1.0,8.89,s,5,-1.0549999999999997,2
5410,VfIn,7.17,muffin,0.0,1,mVfIn,N,2,19.0,19.0,5.82,5.11,1.94,1.0,5.11,m,5,-2.0599999999999996,2
5411,VfIn,7.17,puffin,0.0,1,pVfIn,N,2,18.0,13.0,0.16,9.23,2.55,0.72,9.23,p,5,2.0600000000000005,2
5413,VfP,9.120000000000001,duffel,0.0,1,dVfP,N,2,19.0,19.0,1.49,10.11,2.94,1.0,10.11,d,4,0.9899999999999984,4
5414,VfP,9.120000000000001,muffle,0.9,1,mVfP,V,2,19.0,19.0,0.22,9.84,2.63,1.0,9.84,m,4,0.7199999999999989,4
5415,VfP,9.120000000000001,ruffle,0.0,1,rVfP,N,2,19.0,19.0,0.57,7.58,2.57,1.0,7.58,r,4,-1.540000000000001,4
5416,VfP,9.120000000000001,shuffle,0.0,1,SVfP,N,2,20.0,20.0,2.94,8.95,2.44,1.0,8.95,S,4,-0.1700000000000017,4
5421,Vg,7.819090909090909,bug,0.7,1,bVg,N,1,19.0,19.0,20.94,3.79,1.72,1.0,3.79,b,3,-4.029090909090909,11
5422,Vg,7.819090909090909,chug,0.0,1,JVg,N,1,19.0,19.0,2.33,9.37,3.7,1.0,9.37,J,3,1.55090909090909,11
5423,Vg,7.819090909090909,fug,0.0,1,fVg,N,1,20.0,4.0,0.27,17.25,1.71,0.2,17.25,f,3,9.43090909090909,11
5424,Vg,7.819090909090909,hug,0.48,1,hVg,N,1,19.0,19.0,19.33,2.58,0.96,1.0,2.58,h,3,-5.239090909090909,11
5425,Vg,7.819090909090909,jug,1.0,1,_Vg,N,1,18.0,18.0,2.63,5.83,1.86,1.0,5.83,_,3,-1.9890909090909092,11
5426,Vg,7.819090909090909,lug,0.0,1,lVg,N,1,19.0,17.0,2.59,12.53,4.08,0.89,12.53,l,3,4.71090909090909,11
5427,Vg,7.819090909090909,mug,0.9,1,mVg,N,1,20.0,20.0,6.84,5.15,2.03,1.0,5.15,m,3,-2.669090909090909,11
5428,Vg,7.819090909090909,pug,0.0,1,pVg,N,1,18.0,18.0,1.02,9.17,3.68,1.0,9.17,p,3,1.3509090909090906,11
5429,Vg,7.819090909090909,rug,1.18,1,rVg,N,1,18.0,18.0,10.41,4.61,1.61,1.0,4.61,r,3,-3.209090909090909,11
5430,Vg,7.819090909090909,thug,0.7,1,TVg,N,1,18.0,18.0,3.49,10.56,3.36,1.0,10.56,T,3,2.740909090909091,11
5431,Vg,7.819090909090909,tug,0.7,1,tVg,N,1,18.0,18.0,2.75,5.17,2.2,1.0,5.17,t,3,-2.6490909090909094,11
